userId,knnSim
2,0.5125049479900602
3,0.798720150911348
5,0.4488544176124129
7,0.611517592514899
8,0.8164810782118583
9,0.7257971166332997
10,0.9097828095246725
11,0.8003145026323116
12,0.7367453618993385
13,0.5060136164265501
14,0.7816250505368311
15,0.7617195497049984
16,0.659032217165255
17,0.7819586308677999
22,0.7551653517090393
23,0.7853489340264852
24,0.8337596702517598
25,0.5855635068143407
26,0.7654032068638902
27,0.6534049074057626
29,0.5733751125230956
30,0.917341738546315
31,0.5638597020675986
32,0.6225435573676512
33,0.7283774135426588
34,0.8729295017146419
35,0.46544181624376635
36,0.7738343012119823
37,0.6236608457557367
38,0.7668800796055901
39,0.6075478857057992
40,0.5665932011654896
43,0.7190475741689225
44,0.7134147545310323
46,0.8902217568228067
47,0.8548421266579316
48,0.6595728559602744
49,0.4774378862268502
52,0.8192743879718288
53,0.7688466684903944
54,0.7844496487900068
55,0.5691818013782832
56,0.8202459300797611
58,0.8687571552242419
59,0.7983479809416767
60,0.6916589387485518
61,0.6718833421383843
65,0.81512223809859
67,0.7425872589730713
69,0.8216501032971792
70,0.6783677743397187
71,0.7614321455853483
72,0.6231804233788035
74,0.6522633770724557
75,0.7283037106640411
76,0.7058665894594899
77,0.5904842321073595
78,0.7969754690373047
79,0.5836715191060576
80,0.5660492023529081
81,0.4742278957126699
83,0.9181108097571113
85,0.5464289835860907
86,0.9139630605844479
87,0.7696744585743214
88,0.6013054808853064
90,0.44834335862107483
92,0.34478969663283027
93,0.596366098151458
94,0.6471743801966892
95,0.7110532309050009
96,0.6788828599632857
97,0.6265201799805722
98,0.7452614437728592
99,0.5939160784047522
100,0.577134446043888
101,0.7599075830585131
102,0.6101171131482758
106,0.42518099253434155
107,0.8130386232193397
108,0.9098774692554472
109,0.735098528056043
110,0.7382505935964911
112,0.6090886324556505
113,0.4639382825313244
114,0.6813855343734487
115,0.8023058772631512
116,0.7507597746356893
117,0.8205464894011569
118,0.3634089210926848
120,0.6803532738786685
121,0.402721827137538
123,0.7033444129956867
124,0.6339033196294287
126,0.814619452977013
