userId,userSim
1,0.655769676542318
2,0.48943595998159967
3,0.8406971399640953
4,0.7976155707036144
5,0.5032314282531496
6,0.7978308275050849
7,0.8619915053624628
8,0.9344435819107324
9,0.6074055144721251
10,0.6207825628202783
11,0.871662780309514
12,0.34426781555400493
13,0.4649887150817811
14,0.7768990792883051
15,0.7671126449765124
16,0.8318847959358782
17,0.8104005540429645
20,0.6144572896672063
21,0.6390465512091155
22,0.736672606709633
23,0.7059179990134895
24,0.7280486198388743
25,0.5594801996209849
26,0.46910253674255753
27,0.7398905222467702
29,0.8137335645725181
30,0.44783008915989186
31,0.6441339279795977
32,0.7801102823239635
33,0.7858706895122544
34,0.8623255678668951
35,0.6593591542434102
36,0.6119122307767985
37,0.7073712666035672
38,0.755495359791602
39,0.5241852541935252
40,0.6884953197993925
41,0.7255031240871243
42,0.8487873285971833
43,0.7827279051310561
44,0.6878537979616838
45,0.7405385255967036
46,0.8270716298553967
47,0.6800961470357636
48,0.7522131857158125
49,0.5562188559245164
50,0.7219243831687953
51,0.7859384941184325
52,0.7248483099130271
53,0.44371915494998043
54,0.7314381713242097
55,0.7705661336167532
56,0.8560624148926306
57,0.7543823381478956
58,0.6768587158638135
59,0.8071877032663046
60,0.48259030756652216
61,0.8611259616171238
62,0.7994060337324856
63,0.814786862464367
65,0.8898413448385931
66,0.8197240156615891
67,0.8540447595732271
69,0.6985698138767127
70,0.5360142097136309
71,0.83201573629066
72,0.6987754198628238
73,0.7184366163749694
74,0.8246772190135815
75,0.7852792913670177
76,0.6546358688831728
77,0.38803144892040076
78,0.7320586043623886
79,0.7574874376571972
80,0.6902766722159054
81,0.620669775774916
82,0.8209698903195679
83,0.7657125825991099
84,0.6712214272948597
85,0.5009542419928795
86,0.5961433331667368
87,0.6100779073404593
88,0.7364394790232404
90,0.6852409466610909
92,0.5558957892413005
93,0.6771285197986635
94,0.886171271275256
95,0.7274987911139335
96,0.8136093546100258
97,0.7423288038718648
98,0.5792423271417958
99,0.8241127132083471
100,0.875779350060227
101,0.8016757731806584
102,0.7503329198205274
103,0.7563224092072757
104,0.5944784075895156
106,0.6541130209516689
107,0.8260581234316553
108,0.8284421282889411
109,0.853092220922698
110,0.7553571193854155
112,0.9134387382032684
113,0.765278820711941
114,0.7516573202160144
115,0.7345055202356646
116,0.8627728329765165
117,0.8841745375264162
118,0.7730926129120292
119,0.834923007257286
120,0.5651308849769822
121,0.9033774837325499
122,0.8852731757539241
123,0.6638537369638733
124,0.8603859205302357
125,0.7491009084400834
126,0.7160378504377298
127,0.5158841850602199
128,0.6933335174639143
129,0.6538296193841155
130,0.8976317423307013
131,0.744564822876784
132,0.6692328474479065
133,0.4662274135163638
134,0.6953852578894582
135,0.8546688930540639
136,0.8665075959720505
137,0.8098112787197881
138,0.711145224047506
139,0.784370339056392
141,0.5979655321191467
142,0.8558133383466533
143,0.6283960226157278
144,0.8538729793207868
145,0.3954226579465723
146,0.8140179056468995
147,0.61468013974451
