userId,userSim
1,0.6804353640738168
2,0.4480821827541829
3,0.8521006469920139
4,0.8432512103816294
5,0.4447714656769345
6,0.8527085000055792
7,0.8265479834385213
8,0.9314888206338796
9,0.6624825763316197
10,0.6234692587321
11,0.8734418239792697
12,0.5505792309571612
13,0.9560571676487423
14,0.7037751260603748
15,0.92183662413322
16,0.6716394989038741
17,0.8469575230516942
18,0.8283422058763829
19,0.8036800323624743
20,0.6508857146626488
21,0.7790990088638209
22,0.8293905411170005
23,0.7745964124567061
24,0.6783874409381813
25,0.6841606338828222
26,0.6071955610335518
27,0.6551347118126157
28,0.7207517872204691
29,0.7044109715009936
30,0.5453366905638252
31,0.6671273383506536
32,0.9574033068926938
33,0.8151741769871191
34,0.8324499388051206
35,0.8004494879480115
36,0.8498727897626959
37,0.35884733731772533
38,0.6189603464316545
39,0.649118968443587
40,0.7618778848485851
41,0.7319638673025137
42,0.7802330881497421
43,0.6855907916813485
44,0.8519915294279473
45,0.6369659959579436
46,0.770321387500458
47,0.828513908610217
48,0.5083860575980271
49,0.7752920738972598
50,0.7514208725647874
51,0.7136597316389456
52,0.7396394634106566
53,0.5085903043072842
54,0.5876801928571105
55,0.6126980258394962
56,0.9127362996708351
57,0.7997678865662079
58,0.6611311546697352
59,0.7357846067024484
60,0.5661752887565609
61,0.6837380905340709
62,0.8439330886419677
63,0.765599888576288
64,0.6443829137699918
65,0.7853467636587336
66,0.7610823491577036
67,0.7305414203530134
68,0.6886298505567033
69,0.7977219451838625
70,0.7235237787252977
71,0.5546627788738511
72,0.7309004807486772
73,0.7434242173891883
74,0.8166496514422096
75,0.6397221969333343
76,0.8161549006904022
77,0.8408656207281413
78,0.5788036457658162
79,0.8884173252805343
80,0.7107441295286742
81,0.7251288577778362
82,0.7176257004598238
83,0.6645723934667979
84,0.6164495839840277
85,0.82069292051157
86,0.617253402557282
87,0.24850674867080763
88,0.8499921832817022
89,0.6177963333653431
90,0.42676525677584976
91,0.8464869802683797
92,0.6377802331556144
93,0.8637896881793317
94,0.6160199681660191
95,0.7582278630522699
96,0.710790265757821
97,0.71262304941317
98,0.7395559512384798
99,0.8060863962241248
100,0.527265359676224
101,0.8352357499196378
102,0.6820366638476785
103,0.633066330396499
104,0.5672915943124538
105,0.8604944608370189
106,0.6264319694040819
107,0.8109414202099965
108,0.7873396843261136
109,0.7840484071110737
110,0.7316314581097422
111,0.7250243845013796
112,0.7565516531133488
113,0.7316396185004176
114,0.5801992185135086
115,0.6643516904080042
116,0.9026734570364152
117,0.8447997425017713
118,0.5880321143691422
119,0.7573521787661854
120,0.5751876865933991
121,0.7797400567040118
122,0.8589892001228597
123,0.5968112022034401
124,0.7574132992742048
125,0.6835120516957536
126,0.6246382775563661
127,0.46134555003506506
128,0.6794952341649555
129,0.7669650545128947
130,0.686294771758893
131,0.847403614098931
132,0.684709362559581
133,0.7569884871680411
134,0.8021547400701227
135,0.913996826455783
