userId,ncfSim
1,0.49516015976423045
2,0.4093019460231859
3,0.7044752413284759
4,0.7744916562757207
5,0.4158172937901454
6,0.5051243941147832
7,0.3832840196828601
8,0.3156263463579068
9,0.2930797105975302
10,0.5086801395670999
11,0.22773586207264518
12,0.5495098461048131
13,0.4136693862552205
14,0.4377300603758006
15,0.46146564275367985
16,0.4259544296025259
17,0.522746838989862
18,0.43621096637665596
19,0.5775510946536041
20,0.6105840182396339
21,0.4269912586568106
22,0.6242435238486208
23,0.5947376628828637
24,0.19699680224753296
25,0.7311427093947134
26,0.38896994481023217
27,0.6058226121246758
28,0.2881782150343863
29,0.19870513622917405
30,0.4487113978941057
31,0.4803583520898262
32,0.23892336133525321
33,0.6479268166006724
34,0.6220038210662691
35,0.5589616860398057
36,0.4467347048392653
37,0.5019213428269232
38,0.3435041189028541
39,0.6662362725817618
40,0.31714196652226684
41,0.23988428261700953
42,0.3413641875537351
43,0.42685245605093924
44,0.5642973542443076
45,0.5586447560333724
46,0.42791686569872944
47,0.3770214480773109
48,0.6352919627629802
49,0.4490849439962116
50,0.4860538992690613
51,0.5618196673921407
52,0.19846557107750643
53,0.2754904035290326
54,0.2742263803086779
55,0.5668569285091161
56,0.27496339494117455
57,0.3468622264130716
58,0.561666309681374
59,0.5104597872457696
60,0.4035310072029728
61,0.4145976265207563
62,0.5138725662458913
63,0.5111133153660566
64,0.6698422551703128
65,0.33695341514789334
66,0.4687943132926025
67,0.5212514312686121
68,0.6706401972384033
69,0.28160877477034546
70,0.21624987532503903
71,0.6230229368591383
72,0.5114059709232058
73,0.21495071480394365
74,0.7458927202666158
75,0.5231547817780118
76,0.43953329512411465
77,0.45143715078736907
78,0.6118875300579313
79,0.48465566931144277
80,0.2911996131608987
81,0.5148842953386988
82,0.552838844580647
83,0.5215798990304751
84,0.4821761153440956
85,0.3869831008297009
86,0.447814111933842
87,0.5864427200769029
88,0.586045408513335
89,0.37213481031212253
90,0.21254203247029288
91,0.5828684581206977
92,0.47657249942447377
93,0.36018796682989074
94,0.5708853870398248
95,0.46778385171605547
96,0.5238993746938597
97,0.40142983578082525
98,0.585264357999937
99,0.43421600426134294
100,0.7286293413768011
101,0.4950155154487012
102,0.6173732000583578
103,0.3372511064448942
104,0.5497341796879127
105,0.7095633683302923
106,0.40501326227871076
107,0.5401144168308925
108,0.34582366810711707
109,0.334159750176913
110,0.6094360328130746
111,0.3563552763167998
112,0.28634603301108946
113,0.5847508395778719
114,0.4764052444363311
115,0.5091461214427168
116,0.55713263207065
117,0.5239699798814407
118,0.7670754690343068
119,0.46065976674334613
120,0.4278460301968474
121,0.20828269931944357
122,0.49751971986868015
123,0.3506611991150889
124,0.43719426287223667
125,0.40958663116484445
126,0.5410477005932385
127,0.41063608129414314
128,0.48243640297749324
129,0.5752498728485994
130,0.5000819913088502
131,0.5652745781705045
132,0.4427401314595073
133,0.5609779227694951
134,0.49965057251044925
135,0.7091644362109585
136,0.393243935958356
137,0.29903345933845343
138,0.45836296486967476
139,0.5351236863501063
140,0.4163140433553448
141,0.4554805007766421
142,0.34019226840887173
