userId,ncfSim
1,0.5605456153136907
2,0.5138598358585369
3,0.6489288365905209
4,0.7285672529190189
5,0.6026440841181171
6,0.5798703970024395
7,0.4950242216367773
8,0.6041462477861581
9,0.5887345201569224
10,0.47934058674142993
11,0.4751244705712319
12,0.6025738571340749
13,0.9317929055461803
14,0.8011925241773142
15,0.5822654541079287
16,0.5875686063197672
17,0.5689391249177913
18,0.1545210685683561
19,0.6158539884483224
20,0.5420797817221586
21,0.49983542597506253
22,0.7219589781258544
23,0.40569326197388883
24,0.4022795670939012
25,0.6015224532050856
26,0.492464218088576
27,0.39871845426390035
28,0.47529086527125675
29,0.6679972214150639
30,0.15078892952047246
31,0.5479164931452185
32,0.6661800087141868
33,0.38887213097084683
34,0.1585764080484575
35,0.5777121136370815
36,0.6453097287043178
37,0.6830947062148272
38,0.4647521957102684
39,0.4673877921217479
40,0.25437765298953136
41,0.5006841998714905
42,0.637635224059742
43,0.6285564843433541
44,0.6466280043335292
45,0.7920159663941513
46,0.4360746577953813
47,0.5997000883076713
48,0.501960174345367
49,0.4008934272597826
50,0.4898670732301414
51,0.6399023079534939
52,0.3722631085223513
53,0.3882812450313947
54,0.612611676806155
55,0.8811971280539437
56,0.35997000179279515
57,0.6288548175679566
58,0.5572643140822938
59,0.5691709637185004
60,0.6379464715936769
61,0.5791229287078656
62,0.3340878446503847
63,0.6249438378749154
64,0.4497479922220235
65,0.7485109998445025
66,0.5642185255986217
67,0.5454813322263165
68,0.6397771674124737
69,0.4592848475977077
70,0.6530150721057525
71,0.6076160785277923
72,0.3435777983999298
73,0.30339852707363274
74,0.6809179398388033
75,0.43934665223796643
76,0.4539612720012649
77,0.39777867232776376
78,0.4826692526109458
79,0.7015802084425263
80,0.6430801552620528
81,0.3532623202609819
82,0.5048995031140648
83,0.52950373267188
84,0.3183770108333584
85,0.4405319386603146
86,0.49940104853373574
87,0.5635104546922384
88,0.5573331694234788
89,0.44436019682345074
90,0.40702252690765167
91,0.6117213308454519
92,0.700943466760274
93,0.6664946575177795
94,0.2775287144588677
95,0.26126552194932234
96,0.7032176128239394
97,0.43184748318724836
98,0.4361055714117465
99,0.6390597644308563
100,0.4976105509346341
101,0.5248540401960008
102,0.6233132018568677
103,0.669570164212876
104,0.645998165076182
105,0.3434722784361997
106,0.2884976140295661
107,0.48635968971044646
108,0.33222314579727963
109,0.567134264519561
110,0.5154571638402122
111,0.2414019810101762
112,0.6448150557027174
113,0.5393831543956603
114,0.4342701660171224
115,0.47440428686530584
116,0.5099687066363359
117,0.43187334439966013
118,0.6587883109142268
119,0.7109997328603853
120,0.6974972533626451
121,0.7061502126420873
122,0.7410050794312879
123,0.5615245926573216
124,0.3957235256236158
125,0.6475824076491403
126,0.6491977244990931
127,0.27277610844733424
128,0.4743469662022456
129,0.29724426914932767
130,0.5337436572420114
131,0.18972728395116628
132,0.6356252847084366
133,0.6679256955285474
134,0.8524306223395541
135,0.5273788481364474
136,0.313376974527276
137,0.783790150656043
138,0.30243684723180325
139,0.6755051305399816
140,0.7314023819972123
141,0.7003264024348288
142,0.7317841924823052
143,0.5011758072877857
144,0.5481863201663061
145,0.6534762413813463
146,0.5245683848783252
147,0.3054878606687739
148,0.7298876114334037
149,0.3473532426223192
150,0.4729039497103909
151,0.7567055096663319
152,0.32685176232641894
153,0.6504826066480989
154,0.4479867767385321
155,0.8797893768178237
156,0.19391438489112428
157,0.4286383558241607
158,0.5410718623640925
159,0.7627327912335099
160,0.4634323332326899
161,0.6523069027086089
162,0.24839738753935223
163,0.6462637520365181
164,0.1451495190573997
165,0.6332847207464721
166,0.737545438913666
167,0.2788947033945427
168,0.4958592192208992
